lat,lon,dk5
56.782547,8.21145585,6
56.817811,8.21145585,6
56.853075,8.21145585,6
56.888339,8.21145585,6
56.923603,8.21145585,6
56.958867,8.21145585,6
56.994131,8.21145585,6
57.029395,8.21145585,6
57.064659,8.21145585,6
57.099923,8.21145585,6
57.135187,8.21145585,6
57.170451,8.21145585,6
57.205715,8.21145585,6
54.560915,8.26018022,6
54.596179,8.26018022,6
54.631443,8.26018022,6
54.666707,8.26018022,6
54.701971,8.26018022,6
54.737235,8.26018022,6
54.772499,8.26018022,6
54.807763,8.26018022,6
54.843027,8.26018022,6
54.878291,8.26018022,6
54.913555,8.26018022,6
54.948819,8.26018022,6
54.984083,8.26018022,6
55.019347,8.26018022,6
55.054611,8.26018022,6
55.089875,8.26018022,6
55.125139,8.26018022,6
55.160403,8.26018022,6
55.195667,8.26018022,6
55.230931,8.26018022,6
55.266195,8.26018022,6
55.301459,8.26018022,6
55.336723,8.26018022,6
55.371987,8.26018022,6
55.407251,8.26018022,6
55.442515,8.26018022,6
55.477779,8.26018022,6
55.513043,8.26018022,6
55.548307,8.26018022,6
55.583571,8.26018022,6
55.618835,8.26018022,6
55.654099,8.26018022,6
55.689363,8.26018022,6
55.724627,8.26018022,6
55.759891,8.26018022,6
55.795155,8.26018022,6
55.830419,8.26018022,6
55.865683,8.26018022,6
55.900947,8.26018022,6
55.936211,8.26018022,6
55.971475,8.26018022,6
56.006739,8.26018022,6
56.042003,8.26018022,6
56.077267,8.26018022,6
56.112531,8.26018022,6
56.147795,8.26018022,6
56.183059,8.26018022,6
56.218323,8.26018022,6
56.253587,8.26018022,6
56.288851,8.26018022,6
56.324115,8.26018022,6
56.359379,8.26018022,6
56.394643,8.26018022,6
56.429907,8.26018022,6
56.465171,8.26018022,6
56.500435,8.26018022,6
56.535699,8.26018022,6
56.570963,8.26018022,6
56.606227,8.26018022,6
56.641491,8.26018022,6
56.676755,8.26018022,6
56.712019,8.26018022,6
56.747283,8.26018022,6
56.782547,8.26018022,6
56.817811,8.26018022,6
56.853075,8.26018022,6
56.888339,8.26018022,6
56.923603,8.26018022,6
56.958867,8.26018022,6
56.994131,8.26018022,6
57.029395,8.26018022,6
57.064659,8.26018022,6
57.099923,8.26018022,6
57.135187,8.26018022,6
57.170451,8.26018022,6
57.205715,8.26018022,6
54.560915,8.30890459,6
54.596179,8.30890459,6
54.631443,8.30890459,6
54.666707,8.30890459,6
54.701971,8.30890459,6
54.737235,8.30890459,6
54.772499,8.30890459,6
54.807763,8.30890459,6
54.843027,8.30890459,6
54.878291,8.30890459,6
54.913555,8.30890459,6
54.948819,8.30890459,6
54.984083,8.30890459,6
55.019347,8.30890459,6
55.054611,8.30890459,6
55.089875,8.30890459,6
55.125139,8.30890459,6
55.160403,8.30890459,6
55.195667,8.30890459,6
55.230931,8.30890459,6
55.266195,8.30890459,6
55.301459,8.30890459,6
55.336723,8.30890459,6
55.371987,8.30890459,6
55.407251,8.30890459,6
55.442515,8.30890459,6
55.477779,8.30890459,6
55.513043,8.30890459,6
55.548307,8.30890459,6
55.583571,8.30890459,6
55.618835,8.30890459,6
55.654099,8.30890459,6
55.689363,8.30890459,6
55.724627,8.30890459,6
55.759891,8.30890459,6
55.795155,8.30890459,6
55.830419,8.30890459,6
55.865683,8.30890459,6
55.900947,8.30890459,6
55.936211,8.30890459,6
55.971475,8.30890459,6
56.006739,8.30890459,6
56.042003,8.30890459,6
56.077267,8.30890459,6
56.112531,8.30890459,6
56.147795,8.30890459,6
56.183059,8.30890459,6
56.218323,8.30890459,6
56.253587,8.30890459,6
56.288851,8.30890459,6
56.324115,8.30890459,6
56.359379,8.30890459,6
56.394643,8.30890459,6
56.429907,8.30890459,6
56.465171,8.30890459,6
56.500435,8.30890459,6
56.535699,8.30890459,6
56.570963,8.30890459,6
56.606227,8.30890459,6
56.641491,8.30890459,6
56.676755,8.30890459,6
56.712019,8.30890459,6
56.747283,8.30890459,6
56.782547,8.30890459,6
56.817811,8.30890459,6
56.853075,8.30890459,6
56.888339,8.30890459,6
56.923603,8.30890459,6
56.958867,8.30890459,6
56.994131,8.30890459,6
57.029395,8.30890459,6
57.064659,8.30890459,6
57.099923,8.30890459,6
57.135187,8.30890459,6
57.170451,8.30890459,6
57.205715,8.30890459,6
54.560915,8.35762896,6
54.596179,8.35762896,6
54.631443,8.35762896,6
54.666707,8.35762896,6
54.701971,8.35762896,6
54.737235,8.35762896,6
54.772499,8.35762896,6
54.807763,8.35762896,6
54.843027,8.35762896,6
54.878291,8.35762896,6
54.913555,8.35762896,6
54.948819,8.35762896,6
54.984083,8.35762896,6
55.019347,8.35762896,6
55.054611,8.35762896,6
55.089875,8.35762896,6
55.125139,8.35762896,6
55.160403,8.35762896,6
55.195667,8.35762896,6
55.230931,8.35762896,6
55.266195,8.35762896,6
55.301459,8.35762896,6
55.336723,8.35762896,6
55.371987,8.35762896,6
55.407251,8.35762896,6
55.442515,8.35762896,6
55.477779,8.35762896,6
55.513043,8.35762896,6
55.548307,8.35762896,6
55.583571,8.35762896,6
55.618835,8.35762896,6
55.654099,8.35762896,6
55.689363,8.35762896,6
55.724627,8.35762896,6
55.759891,8.35762896,6
55.795155,8.35762896,6
55.830419,8.35762896,6
55.865683,8.35762896,6
55.900947,8.35762896,6
55.936211,8.35762896,6
55.971475,8.35762896,6
56.006739,8.35762896,6
56.042003,8.35762896,6
56.077267,8.35762896,6
56.112531,8.35762896,6
56.147795,8.35762896,6
56.183059,8.35762896,6
56.218323,8.35762896,6
56.253587,8.35762896,6
56.288851,8.35762896,6
56.324115,8.35762896,6
56.359379,8.35762896,6
56.394643,8.35762896,6
56.429907,8.35762896,6
56.465171,8.35762896,6
56.500435,8.35762896,6
56.535699,8.35762896,6
56.570963,8.35762896,6
56.606227,8.35762896,6
56.641491,8.35762896,6
56.676755,8.35762896,6
56.712019,8.35762896,6
56.747283,8.35762896,6
56.782547,8.35762896,6
56.817811,8.35762896,6
56.853075,8.35762896,6
56.888339,8.35762896,6
56.923603,8.35762896,6
56.958867,8.35762896,6
56.994131,8.35762896,6
57.029395,8.35762896,6
57.064659,8.35762896,6
57.099923,8.35762896,6
57.135187,8.35762896,6
57.170451,8.35762896,6
57.205715,8.35762896,6
54.560915,8.40635333,6
54.596179,8.40635333,6
54.631443,8.40635333,6
54.666707,8.40635333,6
54.701971,8.40635333,6
54.737235,8.40635333,6
54.772499,8.40635333,6
54.807763,8.40635333,6
54.843027,8.40635333,6
54.878291,8.40635333,6
54.913555,8.40635333,6
54.948819,8.40635333,6
54.984083,8.40635333,6
55.019347,8.40635333,6
55.054611,8.40635333,6
55.089875,8.40635333,6
55.125139,8.40635333,6
55.160403,8.40635333,6
55.195667,8.40635333,6
55.230931,8.40635333,6
55.266195,8.40635333,6
55.301459,8.40635333,6
55.336723,8.40635333,6
55.371987,8.40635333,6
55.407251,8.40635333,6
55.442515,8.40635333,6
55.477779,8.40635333,6
55.513043,8.40635333,6
55.548307,8.40635333,6
55.583571,8.40635333,6
55.618835,8.40635333,6
55.654099,8.40635333,6
55.689363,8.40635333,6
55.724627,8.40635333,6
55.759891,8.40635333,6
55.795155,8.40635333,6
55.830419,8.40635333,6
55.865683,8.40635333,6
55.900947,8.40635333,6
55.936211,8.40635333,6
55.971475,8.40635333,6
56.006739,8.40635333,6
56.042003,8.40635333,6
56.077267,8.40635333,6
56.112531,8.40635333,6
56.147795,8.40635333,6
56.183059,8.40635333,6
56.218323,8.40635333,6
56.253587,8.40635333,6
56.288851,8.40635333,6
56.324115,8.40635333,6
56.359379,8.40635333,6
56.394643,8.40635333,6
56.429907,8.40635333,6
56.465171,8.40635333,6
56.500435,8.40635333,6
56.535699,8.40635333,6
56.570963,8.40635333,6
56.606227,8.40635333,6
56.641491,8.40635333,6
56.676755,8.40635333,6
56.712019,8.40635333,6
56.747283,8.40635333,6
56.782547,8.40635333,6
56.817811,8.40635333,6
56.853075,8.40635333,6
56.888339,8.40635333,6
56.923603,8.40635333,6
56.958867,8.40635333,6
56.994131,8.40635333,6
57.029395,8.40635333,6
57.064659,8.40635333,6
57.099923,8.40635333,6
57.135187,8.40635333,6
57.170451,8.40635333,6
57.205715,8.40635333,6
54.560915,8.4550777,6
54.596179,8.4550777,6
54.631443,8.4550777,6
54.666707,8.4550777,6
54.701971,8.4550777,6
54.737235,8.4550777,6
54.772499,8.4550777,6
54.807763,8.4550777,6
54.843027,8.4550777,6
54.878291,8.4550777,6
54.913555,8.4550777,6
54.948819,8.4550777,6
54.984083,8.4550777,6
55.019347,8.4550777,6
55.054611,8.4550777,6
55.089875,8.4550777,6
55.125139,8.4550777,6
55.160403,8.4550777,6
55.195667,8.4550777,6
55.230931,8.4550777,6
55.266195,8.4550777,6
55.301459,8.4550777,6
55.336723,8.4550777,6
55.371987,8.4550777,6
55.407251,8.4550777,6
55.442515,8.4550777,6
55.477779,8.4550777,6
55.513043,8.4550777,3
55.548307,8.4550777,3
55.583571,8.4550777,6
55.618835,8.4550777,6
55.654099,8.4550777,6
55.689363,8.4550777,6
55.724627,8.4550777,6
55.759891,8.4550777,6
55.795155,8.4550777,6
55.830419,8.4550777,6
55.865683,8.4550777,6
55.900947,8.4550777,6
55.936211,8.4550777,6
55.971475,8.4550777,6
56.006739,8.4550777,6
56.042003,8.4550777,6
56.077267,8.4550777,6
56.112531,8.4550777,6
56.147795,8.4550777,6
56.183059,8.4550777,6
56.218323,8.4550777,6
56.253587,8.4550777,6
56.288851,8.4550777,6
56.324115,8.4550777,6
56.359379,8.4550777,6
56.394643,8.4550777,6
56.429907,8.4550777,6
56.465171,8.4550777,6
56.500435,8.4550777,6
56.535699,8.4550777,6
56.570963,8.4550777,6
56.606227,8.4550777,6
56.641491,8.4550777,6
56.676755,8.4550777,6
56.712019,8.4550777,6
56.747283,8.4550777,6
56.782547,8.4550777,6
56.817811,8.4550777,6
56.853075,8.4550777,6
56.888339,8.4550777,6
56.923603,8.4550777,6
56.958867,8.4550777,6
56.994131,8.4550777,6
57.029395,8.4550777,6
57.064659,8.4550777,6
57.099923,8.4550777,6
57.135187,8.4550777,6
57.170451,8.4550777,6
57.205715,8.4550777,6
54.560915,8.50380207,6
54.596179,8.50380207,6
54.631443,8.50380207,6
54.666707,8.50380207,6
54.701971,8.50380207,6
54.737235,8.50380207,6
54.772499,8.50380207,6
54.807763,8.50380207,6
54.843027,8.50380207,6
54.878291,8.50380207,6
54.913555,8.50380207,6
54.948819,8.50380207,6
54.984083,8.50380207,6
55.019347,8.50380207,6
55.054611,8.50380207,6
55.089875,8.50380207,6
55.125139,8.50380207,6
55.160403,8.50380207,6
55.195667,8.50380207,6
55.230931,8.50380207,6
55.266195,8.50380207,6
55.301459,8.50380207,6
55.336723,8.50380207,6
55.371987,8.50380207,6
55.407251,8.50380207,3
55.442515,8.50380207,3
55.477779,8.50380207,3
55.513043,8.50380207,3
55.548307,8.50380207,3
55.583571,8.50380207,6
55.618835,8.50380207,6
55.654099,8.50380207,6
55.689363,8.50380207,6
55.724627,8.50380207,6
55.759891,8.50380207,6
55.795155,8.50380207,6
55.830419,8.50380207,6
55.865683,8.50380207,6
55.900947,8.50380207,6
55.936211,8.50380207,6
55.971475,8.50380207,6
56.006739,8.50380207,6
56.042003,8.50380207,6
56.077267,8.50380207,6
56.112531,8.50380207,6
56.147795,8.50380207,6
56.183059,8.50380207,6
56.218323,8.50380207,6
56.253587,8.50380207,6
56.288851,8.50380207,6
56.324115,8.50380207,6
56.359379,8.50380207,6
56.394643,8.50380207,6
56.429907,8.50380207,6
56.465171,8.50380207,6
56.500435,8.50380207,6
56.535699,8.50380207,6
56.570963,8.50380207,6
56.606227,8.50380207,6
56.641491,8.50380207,6
56.676755,8.50380207,6
56.712019,8.50380207,6
56.747283,8.50380207,6
56.782547,8.50380207,6
56.817811,8.50380207,6
56.853075,8.50380207,6
56.888339,8.50380207,6
56.923603,8.50380207,6
56.958867,8.50380207,6
56.994131,8.50380207,6
57.029395,8.50380207,6
57.064659,8.50380207,6
57.099923,8.50380207,6
57.135187,8.50380207,6
57.170451,8.50380207,6
57.205715,8.50380207,6
54.560915,8.55252644,6
54.596179,8.55252644,6
54.631443,8.55252644,6
54.666707,8.55252644,6
54.701971,8.55252644,6
54.737235,8.55252644,6
54.772499,8.55252644,6
54.807763,8.55252644,6
54.843027,8.55252644,6
54.878291,8.55252644,6
54.913555,8.55252644,6
54.948819,8.55252644,6
54.984083,8.55252644,6
55.019347,8.55252644,6
55.054611,8.55252644,6
55.089875,8.55252644,6
55.125139,8.55252644,6
55.160403,8.55252644,6
55.195667,8.55252644,6
55.230931,8.55252644,6
55.266195,8.55252644,6
55.301459,8.55252644,3
55.336723,8.55252644,3
55.371987,8.55252644,3
55.407251,8.55252644,3
55.442515,8.55252644,3
55.477779,8.55252644,3
55.513043,8.55252644,3
55.548307,8.55252644,3
55.583571,8.55252644,6
55.618835,8.55252644,6
55.654099,8.55252644,6
55.689363,8.55252644,6
55.724627,8.55252644,6
55.759891,8.55252644,6
55.795155,8.55252644,6
55.830419,8.55252644,6
55.865683,8.55252644,6
55.900947,8.55252644,6
55.936211,8.55252644,6
55.971475,8.55252644,6
56.006739,8.55252644,6
56.042003,8.55252644,6
56.077267,8.55252644,6
56.112531,8.55252644,6
56.147795,8.55252644,6
56.183059,8.55252644,6
56.218323,8.55252644,6
56.253587,8.55252644,6
56.288851,8.55252644,6
56.324115,8.55252644,6
56.359379,8.55252644,6
56.394643,8.55252644,6
56.429907,8.55252644,6
56.465171,8.55252644,6
56.500435,8.55252644,6
56.535699,8.55252644,6
56.570963,8.55252644,6
56.606227,8.55252644,6
56.641491,8.55252644,6
56.676755,8.55252644,6
56.712019,8.55252644,6
56.747283,8.55252644,6
56.782547,8.55252644,6
56.817811,8.55252644,6
56.853075,8.55252644,6
56.888339,8.55252644,6
56.923603,8.55252644,6
56.958867,8.55252644,6
56.994131,8.55252644,6
57.029395,8.55252644,6
57.064659,8.55252644,6
57.099923,8.55252644,6
57.135187,8.55252644,6
57.170451,8.55252644,6
57.205715,8.55252644,6
54.560915,8.60125081,6
54.596179,8.60125081,6
54.631443,8.60125081,6
54.666707,8.60125081,6
54.701971,8.60125081,6
54.737235,8.60125081,6
54.772499,8.60125081,6
54.807763,8.60125081,6
54.843027,8.60125081,6
54.878291,8.60125081,6
54.913555,8.60125081,6
54.948819,8.60125081,6
54.984083,8.60125081,6
55.019347,8.60125081,6
55.054611,8.60125081,6
55.089875,8.60125081,6
55.125139,8.60125081,6
55.160403,8.60125081,6
55.195667,8.60125081,3
55.230931,8.60125081,3
55.266195,8.60125081,3
55.301459,8.60125081,3
55.336723,8.60125081,3
55.371987,8.60125081,3
55.407251,8.60125081,3
55.442515,8.60125081,3
55.477779,8.60125081,3
55.513043,8.60125081,3
55.548307,8.60125081,3
55.583571,8.60125081,6
55.618835,8.60125081,6
55.654099,8.60125081,6
55.689363,8.60125081,6
55.724627,8.60125081,6
55.759891,8.60125081,6
55.795155,8.60125081,6
55.830419,8.60125081,6
55.865683,8.60125081,6
55.900947,8.60125081,6
55.936211,8.60125081,6
55.971475,8.60125081,6
56.006739,8.60125081,6
56.042003,8.60125081,6
56.077267,8.60125081,6
56.112531,8.60125081,6
56.147795,8.60125081,6
56.183059,8.60125081,6
56.218323,8.60125081,6
56.253587,8.60125081,6
56.288851,8.60125081,6
56.324115,8.60125081,6
56.359379,8.60125081,6
56.394643,8.60125081,6
56.429907,8.60125081,6
56.465171,8.60125081,6
56.500435,8.60125081,6
56.535699,8.60125081,6
56.570963,8.60125081,6
56.606227,8.60125081,6
56.641491,8.60125081,6
56.676755,8.60125081,6
56.712019,8.60125081,6
56.747283,8.60125081,6
56.782547,8.60125081,6
56.817811,8.60125081,6
56.853075,8.60125081,6
56.888339,8.60125081,6
56.923603,8.60125081,6
56.958867,8.60125081,6
56.994131,8.60125081,6
57.029395,8.60125081,6
57.064659,8.60125081,6
57.099923,8.60125081,6
57.135187,8.60125081,6
57.170451,8.60125081,6
57.205715,8.60125081,6
54.560915,8.64997518,6
54.596179,8.64997518,6
54.631443,8.64997518,6
54.666707,8.64997518,6
54.701971,8.64997518,6
54.737235,8.64997518,6
54.772499,8.64997518,6
54.807763,8.64997518,6
54.843027,8.64997518,6
54.878291,8.64997518,6
54.913555,8.64997518,6
54.948819,8.64997518,6
54.984083,8.64997518,6
55.019347,8.64997518,6
55.054611,8.64997518,6
55.089875,8.64997518,6
